Install_Dates,source_type,Country,installs
2020-05-04,Organic,IQ,52.0
2020-05-04,Paid,SO,1.0
2020-04-06,Organic,CO,3.0
2020-04-23,Paid,MK,1.0
2020-04-14,Paid,FI,3.0
2020-04-30,Paid,NI,5.0
2020-05-15,Organic,ET,1.0
2020-04-25,Paid,RU,934.0
2020-05-06,Paid,PK,100.0
2020-04-30,Organic,TW,7.0
2020-04-24,Organic,OM,1.0
2020-04-24,Paid,US,88.0
2020-03-28,Paid,PL,2.0
2020-03-19,Organic,ES,65.0
2020-03-29,Paid,IL,1.0
2020-05-15,Organic,GH,1.0
2020-04-11,Paid,KR,9.0
2020-05-03,Paid,AE,1.0
2020-04-17,Paid,SE,1.0
2020-04-02,Paid,RU,1.0
2020-03-22,Paid,NL,2.0
2020-05-16,Paid,FJ,1.0
2020-04-29,Organic,AT,15.0
2020-05-03,Paid,JO,6.0
2020-04-19,Organic,AR,18.0
2020-05-11,Paid,BG,2.0
2020-04-21,Paid,KZ,3.0
2020-04-16,Organic,AU,14.0
2020-05-14,Paid,AT,4.0
2020-03-28,Paid,UA,481.0
2020-03-22,Paid,CN,1.0
2020-04-16,Organic,MN,1.0
2020-04-18,Paid,LK,2.0
2020-04-03,Organic,BO,1.0
2020-03-26,Paid,IT,87.0
2020-04-23,Paid,CL,5.0
2020-04-03,Paid,DK,6.0
2020-05-14,Organic,GP,1.0
2020-05-07,Paid,RO,1.0
2020-05-09,Paid,BY,27.0
2020-04-20,Paid,DE,17.0
2020-05-18,Organic,SK,5.0
2020-03-30,Paid,AU,5.0
2020-03-24,Paid,AZ,1.0
2020-04-15,Paid,CL,2.0
2020-04-22,Organic,BN,1.0
2020-05-13,Paid,FR,4.0
2020-04-01,Paid,UA,407.0
2020-03-25,Organic,KR,16.0
2020-05-04,Paid,NZ,15.0
2020-03-26,Paid,TW,3.0
2020-04-01,Paid,MY,3.0
2020-04-11,Organic,AM,13.0
2020-04-08,Organic,NL,21.0
2020-03-24,Paid,JP,16.0
2020-04-19,Paid,DE,39.0
2020-03-18,Organic,PH,138.0
2020-05-09,Paid,PE,1.0
2020-04-03,Paid,RU,1819.0
2020-05-18,Organic,RE,1.0
2020-05-15,Paid,BY,1.0
2020-04-12,Paid,BE,1.0
2020-04-07,Paid,MD,105.0
2020-04-29,Organic,LA,7.0
2020-04-03,Organic,CA,13.0
2020-04-27,Paid,FI,15.0
2020-05-02,Paid,BD,38.0
2020-05-07,Paid,SA,1.0
2020-04-04,Paid,RU,5.0
2020-03-29,Paid,UA,16.0
2020-05-13,Paid,KG,29.0
2020-03-24,Paid,TW,36.0
2020-04-30,Organic,LY,4.0
2020-03-20,Paid,CN,1.0
2020-03-24,Paid,GE,14.0
2020-03-27,Paid,TW,11.0
2020-04-08,Organic,CY,3.0
2020-03-30,Paid,CH,5.0
2020-04-30,Paid,QA,1.0
2020-04-16,Paid,IT,1.0
2020-04-27,Paid,SK,5.0
2020-03-22,Organic,CM,1.0
2020-04-06,Paid,CZ,69.0
2020-04-30,Organic,FR,52.0
2020-05-14,Paid,PE,1.0
2020-03-26,Paid,SI,2.0
2020-04-08,Organic,IR,36.0
2020-04-08,Paid,IR,6.0
2020-05-09,Paid,VU,1.0
2020-04-20,Organic,RO,10.0
2020-05-06,Organic,CL,22.0
2020-04-14,Organic,IT,57.0
2020-04-16,Organic,JP,10.0
2020-04-06,Paid,PH,200.0
2020-04-17,Paid,KR,2.0
2020-03-23,Paid,IE,7.0
2020-04-01,Paid,RU,2.0
2020-05-13,Paid,AL,7.0
2020-05-13,Paid,MW,1.0
2020-03-30,Paid,JP,8.0
2020-05-01,Paid,SS,1.0
2020-03-30,Organic,LT,1.0
2020-05-03,Paid,MQ,1.0
2020-04-23,Organic,RW,1.0
2020-04-13,Organic,IL,6.0
2020-05-14,Organic,LU,1.0
2020-05-17,Organic,CR,3.0
2020-03-22,Paid,HK,2.0
2020-05-15,Paid,FR,28.0
2020-03-23,Organic,TJ,5.0
2020-05-16,Paid,AT,30.0
2020-05-05,Paid,RO,6.0
2020-05-10,Paid,AR,227.0
2020-04-09,Paid,DK,1.0
2020-04-24,Organic,JO,3.0
2020-03-28,Paid,IT,16.0
2020-04-06,Paid,NO,19.0
2020-04-15,Paid,EC,1.0
2020-04-30,Organic,KG,7.0
2020-03-26,Paid,HU,28.0
2020-05-05,Paid,SA,5.0
2020-04-17,Paid,MM,1.0
2020-04-07,Paid,US,61.0
2020-05-18,Paid,PL,9.0
2020-04-14,Paid,BE,5.0
2020-03-28,Paid,GR,1.0
2020-04-11,Paid,UA,42.0
2020-05-07,Organic,BZ,1.0
2020-04-23,Organic,SY,13.0
2020-04-16,Organic,GE,18.0
2020-04-08,Paid,US,34.0
2020-05-13,Paid,LY,31.0
2020-04-19,Organic,GB,29.0
2020-05-15,Paid,PL,209.0
2020-05-02,Paid,KH,1.0
2020-03-30,Paid,GE,1.0
2020-05-04,Organic,AF,4.0
2020-04-18,Organic,PE,2.0
2020-04-15,Paid,BR,1.0
2020-04-04,Paid,UK,31.0
2020-03-26,Organic,UZ,76.0
2020-04-23,Paid,VN,1.0
2020-04-26,Organic,SG,4.0
2020-05-12,Organic,BD,33.0
2020-03-23,Paid,CA,1.0
2020-05-18,Paid,UA,1.0
2020-04-20,Organic,SA,12.0
2020-04-15,Paid,BD,1.0
2020-03-19,Organic,MD,18.0
2020-03-28,Organic,BE,3.0
2020-05-16,Paid,LA,1.0
2020-04-05,Organic,EG,25.0
2020-04-18,Paid,CL,1.0
2020-05-15,Paid,UA,549.0
2020-05-03,Paid,IR,14.0
2020-05-13,Paid,IT,12.0
2020-04-26,Paid,KE,2.0
2020-05-14,Paid,JP,10.0
2020-03-22,Paid,AM,1.0
2020-04-04,Paid,DE,263.0
2020-05-11,Paid,AZ,1.0
2020-04-27,Paid,PY,99.0
2020-03-26,Paid,FR,21.0
2020-04-08,Paid,BD,1.0
2020-05-06,Paid,IR,5.0
2020-03-23,Paid,RO,8.0
2020-05-12,Paid,IT,1.0
2020-04-19,Organic,IE,5.0
2020-05-18,Paid,MY,6.0
2020-05-11,Paid,JP,42.0
2020-03-26,Paid,MX,143.0
2020-04-06,Organic,ID,104.0
2020-03-21,Paid,BY,80.0
2020-03-25,Paid,FR,16.0
2020-05-04,Organic,CZ,25.0
2020-03-22,Paid,PT,1.0
2020-04-21,Paid,BE,1.0
2020-05-17,Paid,VE,60.0
2020-04-28,Paid,DZ,35.0
2020-03-19,Paid,JO,2.0
2020-05-14,Paid,UY,10.0
2020-05-04,Paid,IE,3.0
2020-04-02,Paid,KZ,229.0
2020-04-19,Paid,CZ,17.0
2020-04-24,Paid,SC,2.0
2020-04-30,Paid,MM,1.0
2020-05-11,Paid,MA,5.0
2020-03-28,Organic,LB,8.0
2020-05-16,Paid,BF,5.0
2020-04-30,Paid,SE,2.0
2020-05-07,Paid,MM,2.0
2020-05-15,Organic,CD,1.0
2020-04-29,Paid,LT,1.0
2020-04-25,Organic,SO,2.0
2020-05-12,Organic,MM,24.0
2020-04-08,Organic,GU,1.0
2020-03-27,Paid,FR,3.0
2020-04-05,Organic,HR,17.0
2020-04-25,Paid,UK,14.0
2020-04-30,Organic,SI,3.0
2020-04-27,Organic,GR,5.0
2020-04-04,Organic,SN,1.0
2020-04-21,Organic,GT,2.0
2020-05-16,Paid,CH,33.0
2020-03-19,Organic,BM,1.0
2020-04-30,Organic,HU,11.0
2020-05-03,Organic,US,199.0
2020-04-29,Paid,BR,4.0
2020-04-11,Paid,AX,1.0
2020-03-27,Organic,AO,3.0
2020-04-07,Paid,ES,1.0
2020-04-12,Organic,PL,134.0
2020-05-04,Organic,NO,9.0
2020-04-23,Organic,PK,12.0
2020-05-04,Paid,HK,1.0
2020-05-14,Organic,NI,2.0
2020-03-26,Paid,LV,8.0
2020-04-18,Paid,US,164.0
2020-05-14,Organic,BR,13.0
2020-03-26,Paid,PL,38.0
2020-04-27,Paid,BE,16.0
2020-04-29,Paid,RS,1.0
2020-04-07,Organic,SV,8.0
2020-04-19,Paid,NO,2.0
2020-04-12,Paid,FI,7.0
2020-04-17,Paid,IN,1883.0
2020-04-19,Organic,HK,18.0
2020-04-19,Paid,RU,1480.0
2020-03-19,Paid,TH,2.0
2020-04-15,Organic,PT,4.0
2020-03-19,Paid,HR,6.0
2020-05-10,Organic,UK,33.0
2020-04-09,Organic,PR,1.0
2020-04-20,Organic,PS,9.0
2020-04-14,Organic,KH,11.0
2020-04-11,Organic,DO,1.0
2020-05-15,Paid,HU,17.0
2020-04-03,Organic,DE,152.0
2020-04-24,Paid,NL,28.0
2020-05-14,Organic,AZ,21.0
2020-04-28,Organic,PY,9.0
2020-03-21,Organic,ZA,8.0
2020-05-12,Paid,KR,32.0
2020-05-18,Organic,UA,323.0
2020-04-29,Organic,KE,2.0
2020-05-18,Paid,SE,4.0
2020-04-23,Paid,NL,2.0
2020-04-01,Paid,SK,12.0
2020-03-22,Organic,BY,123.0
2020-03-25,Organic,MX,49.0
2020-05-05,Paid,CZ,3.0
2020-03-26,Paid,UZ,6.0
2020-05-16,Organic,VE,10.0
2020-05-13,Paid,KR,6.0
2020-03-23,Organic,YE,2.0
2020-03-26,Paid,CZ,1.0
2020-05-15,Organic,MY,6.0
2020-04-05,Organic,KZ,76.0
2020-04-17,Paid,IR,1.0
2020-05-01,Paid,AU,12.0
2020-04-04,Organic,PF,1.0
2020-03-19,Organic,AE,15.0
2020-04-13,Paid,AT,3.0
2020-05-04,Paid,DK,1.0
2020-04-27,Organic,DZ,16.0
2020-05-11,Organic,UY,3.0
2020-04-12,Organic,SD,3.0
2020-04-10,Paid,AT,2.0
2020-04-03,Paid,NZ,6.0
2020-04-23,Organic,SC,1.0
2020-05-14,Organic,MA,14.0
2020-05-02,Paid,UA,79.0
2020-05-02,Organic,SE,11.0
2020-05-05,Paid,DK,6.0
2020-04-28,Paid,GR,1.0
2020-05-07,Organic,CN,88.0
2020-05-02,Paid,HU,2.0
2020-05-17,Organic,CH,9.0
2020-04-18,Paid,GT,6.0
2020-04-22,Paid,SO,1.0
2020-04-22,Organic,IQ,111.0
2020-03-27,Organic,CI,1.0
2020-05-13,Paid,MM,67.0
2020-05-03,Paid,MK,1.0
2020-05-18,Paid,BJ,1.0
2020-05-01,Paid,SI,2.0
2020-03-25,Paid,FI,4.0
2020-04-24,Paid,PK,128.0
2020-05-11,Organic,TW,13.0
2020-05-11,Paid,NI,5.0
2020-04-27,Organic,ET,3.0
2020-05-05,Paid,RU,1097.0
2020-05-06,Paid,US,185.0
2020-04-05,Paid,SI,1.0
2020-04-08,Organic,ES,27.0
2020-04-11,Paid,PL,272.0
2020-04-26,Organic,RS,5.0
2020-04-11,Organic,FI,10.0
2020-03-30,Paid,QA,1.0
2020-04-14,Organic,IN,194.0
2020-04-26,Paid,TW,2.0
2020-05-14,Paid,EG,1.0
2020-04-20,Organic,RU,1495.0
2020-05-15,Paid,VI,1.0
2020-03-25,Organic,LV,3.0
2020-05-11,Paid,BR,1.0
2020-04-16,Paid,IN,10.0
2020-03-19,Paid,VN,3.0
2020-03-22,Paid,ES,20.0
2020-05-16,Paid,MU,6.0
2020-04-17,Paid,KH,2.0
2020-05-14,Paid,AF,1.0
2020-04-16,Paid,PT,1.0
2020-03-26,Organic,TN,1.0
2020-05-07,Paid,UK,53.0
2020-03-20,Organic,BO,2.0
2020-03-27,Organic,MN,2.0
2020-04-11,Paid,UA,515.0
2020-05-08,Paid,LK,3.0
2020-05-01,Paid,AT,2.0
2020-03-20,Paid,DK,1.0
2020-04-19,Paid,RO,137.0
2020-04-17,Paid,IT,15.0
2020-05-03,Paid,CL,229.0
2020-04-28,Organic,SK,11.0
2020-05-10,Paid,DE,12.0
2020-04-13,Organic,GQ,1.0
2020-04-21,Paid,BY,99.0
2020-05-02,Paid,FR,7.0
2020-04-15,Paid,AZ,1.0
2020-04-14,Organic,KR,29.0
2020-04-22,Paid,NZ,10.0
2020-04-12,Paid,UA,150.0
2020-03-23,Organic,ZW,1.0
2020-05-12,Organic,AL,2.0
2020-03-28,Organic,AM,16.0
2020-03-19,Organic,NL,43.0
2020-05-07,Paid,DE,20.0
2020-04-10,Paid,VE,1.0
2020-04-09,Organic,PH,51.0
2020-03-28,Paid,KR,15.0
2020-04-10,Paid,IL,51.0
2020-04-28,Paid,GE,1.0
2020-05-16,Paid,CR,6.0
2020-03-26,Paid,SE,19.0
2020-03-21,Paid,RU,307.0
2020-05-01,Paid,BG,3.0
2020-04-11,Organic,HN,1.0
2020-05-08,Paid,KZ,1.0
2020-04-05,Paid,NL,1.0
2020-03-23,Paid,PH,17.0
2020-05-17,Organic,AT,14.0
2020-03-25,Paid,SE,5.0
2020-04-06,Organic,DK,8.0
2020-04-23,Paid,JO,3.0
2020-05-07,Organic,AR,31.0
2020-03-27,Organic,AU,5.0
2020-04-18,Paid,KZ,1.0
2020-04-16,Organic,EC,2.0
2020-05-02,Paid,KG,7.0
2020-04-15,Paid,TW,1.0
2020-04-06,Organic,EE,2.0
2020-05-12,Organic,LY,8.0
2020-04-22,Paid,CO,2.0
2020-05-03,Paid,ES,1.0
2020-04-24,Paid,SY,2.0
2020-04-15,Paid,GE,195.0
2020-03-19,Organic,CY,6.0
2020-04-16,Paid,TW,18.0
2020-04-13,Paid,CH,7.0
2020-05-16,Paid,NG,3.0
2020-03-25,Paid,UZ,634.0
2020-03-20,Paid,RU,777.0
2020-04-26,Organic,QA,1.0
2020-03-28,Paid,PH,2.0
2020-04-27,Paid,BY,1.0
2020-04-28,Organic,RE,1.0
2020-05-17,Organic,LA,2.0
2020-03-29,Paid,RS,5.0
2020-03-20,Organic,CA,34.0
2020-05-13,Paid,BD,195.0
2020-05-15,Paid,FI,19.0
2020-03-30,Organic,CG,1.0
2020-03-24,Paid,SE,5.0
2020-03-23,Paid,RU,20.0
2020-04-30,Paid,UZ,460.0
2020-04-19,Paid,RU,1231.0
2020-04-23,Paid,MD,2.0
2020-04-13,Organic,LA,2.0
2020-03-28,Paid,BY,1.0
2020-04-20,Paid,RU,17.0
2020-04-14,Paid,IN,1.0
2020-04-29,Organic,CG,4.0
2020-04-17,Paid,BD,30.0
2020-04-11,Paid,FI,17.0
2020-04-19,Organic,CA,29.0
2020-04-22,Paid,JO,1.0
2020-05-04,Organic,EE,1.0
2020-05-16,Paid,CH,1.0
2020-05-04,Paid,CA,5.0
2020-03-26,Paid,KG,1.0
2020-05-14,Organic,EC,4.0
2020-03-27,Paid,MX,1.0
2020-04-14,Organic,LY,4.0
2020-05-14,Paid,TW,4.0
2020-05-11,Paid,GE,40.0
2020-05-02,Paid,SE,4.0
2020-03-22,Organic,GN,1.0
2020-04-27,Organic,MV,1.0
2020-03-28,Organic,GH,1.0
2020-05-16,Paid,IL,1.0
2020-04-27,Paid,KR,1.0
2020-05-16,Organic,SR,1.0
2020-04-26,Paid,LT,1.0
2020-04-20,Paid,PH,1.0
2020-05-09,Paid,NL,1.0
2020-05-15,Organic,HN,1.0
2020-04-07,Paid,US,1.0
2020-04-03,Organic,AR,21.0
2020-05-04,Organic,DK,9.0
2020-04-13,Organic,AT,7.0
2020-03-21,Paid,KZ,1.0
2020-05-01,Organic,AU,8.0
2020-05-03,Paid,RU,2.0
2020-04-19,Paid,TJ,3.0
2020-04-05,Paid,KZ,22.0
2020-04-22,Organic,AS,1.0
2020-04-07,Paid,CL,9.0
2020-05-13,Paid,IT,153.0
2020-03-20,Paid,RO,36.0
2020-04-19,Paid,DK,13.0
2020-03-27,Paid,AT,7.0
2020-05-03,Paid,IR,1.0
2020-05-01,Organic,MN,8.0
2020-04-19,Organic,BO,3.0
2020-05-15,Paid,UA,143.0
2020-04-30,Paid,CL,1.0
2020-03-26,Paid,FR,64.0
2020-03-25,Paid,MX,12.0
2020-03-22,Paid,BY,35.0
2020-04-01,Organic,SK,14.0
2020-04-04,Paid,DE,26.0
2020-04-14,Organic,AL,1.0
2020-05-18,Paid,UA,241.0
2020-05-12,Organic,KR,10.0
2020-05-05,Organic,PH,57.0
2020-04-30,Paid,TT,1.0
2020-05-14,Paid,AZ,1.0
2020-04-24,Organic,NL,15.0
2020-04-03,Paid,DE,70.0
2020-04-27,Organic,AM,12.0
2020-03-26,Paid,MX,32.0
2020-04-24,Paid,TR,15.0
2020-03-23,Organic,RU,2244.0
2020-03-29,Paid,TW,14.0
2020-05-12,Organic,IN,59.0
2020-03-20,Paid,CA,4.0
2020-03-29,Organic,RS,9.0
2020-05-15,Organic,FI,7.0
2020-05-06,Paid,SV,1.0
2020-04-21,Paid,ES,21.0
2020-04-24,Paid,VN,149.0
2020-05-14,Paid,IN,4.0
2020-04-15,Paid,BR,265.0
2020-04-30,Organic,LV,9.0
2020-03-27,Paid,CH,2.0
2020-04-26,Paid,QA,5.0
2020-05-18,Paid,DO,8.0
2020-05-13,Paid,KH,17.0
2020-03-20,Organic,JM,1.0
2020-03-20,Paid,PS,1.0
2020-03-20,Paid,NP,2.0
2020-04-03,Paid,UK,33.0
2020-04-21,Paid,RU,1.0
2020-05-04,Paid,PR,1.0
2020-05-02,Organic,TN,8.0
2020-04-23,Organic,TH,47.0
2020-05-14,Paid,PT,2.0
2020-04-16,Paid,AF,1.0
2020-04-13,Organic,CH,6.0
2020-04-28,Paid,ML,1.0
2020-03-19,Paid,IQ,1.0
2020-05-07,Paid,SN,1.0
2020-04-03,Organic,CN,243.0
2020-04-22,Organic,CO,7.0
2020-05-18,Paid,HT,2.0
2020-04-17,Paid,MM,9.0
2020-04-09,Paid,RU,519.0
2020-04-15,Organic,TW,11.0
2020-04-27,Paid,IN,8.0
2020-04-30,Paid,FI,2.0
2020-04-09,Paid,NO,20.0
2020-05-15,Paid,PL,228.0
2020-05-06,Organic,ES,8.0
2020-04-08,Paid,US,226.0
2020-03-27,Paid,AU,1.0
2020-03-24,Organic,PA,4.0
2020-05-09,Organic,KZ,44.0
2020-04-15,Organic,UY,4.0
2020-04-05,Paid,RU,1.0
2020-03-28,Organic,DZ,14.0
2020-04-06,Paid,DK,4.0
2020-05-17,Paid,AT,5.0
2020-04-24,Organic,AE,3.0
2020-04-22,Organic,BA,4.0
2020-03-30,Paid,AZ,1.0
2020-04-22,Paid,DE,22.0
2020-05-18,Organic,SD,11.0
2020-05-01,Organic,BG,9.0
2020-03-26,Organic,SE,2.0
2020-04-09,Paid,DK,2.0
2020-04-28,Paid,LB,35.0
2020-03-26,Paid,UA,248.0
2020-05-04,Organic,GY,1.0
2020-03-22,Paid,CA,3.0
2020-04-16,Organic,MA,11.0
2020-05-16,Paid,AT,9.0
2020-04-18,Organic,ZA,11.0
2020-04-01,Organic,PY,2.0
2020-04-16,Organic,AZ,24.0
2020-03-19,Paid,NL,3.0
2020-05-07,Organic,DE,86.0
2020-04-12,Paid,SE,4.0
2020-04-02,Organic,UG,2.0
2020-04-12,Organic,UA,501.0
2020-04-14,Paid,KR,31.0
2020-04-22,Organic,NZ,7.0
2020-05-08,Paid,EG,20.0
2020-04-10,Organic,VE,4.0
2020-05-02,Paid,UZ,2.0
2020-04-09,Paid,CZ,81.0
2020-04-30,Organic,MX,26.0
2020-05-05,Paid,ID,2.0
2020-04-21,Organic,BY,292.0
2020-05-09,Organic,GA,1.0
2020-04-11,Organic,MY,9.0
2020-04-20,Organic,YE,5.0
2020-04-17,Paid,KR,25.0
2020-05-07,Organic,GM,1.0
2020-05-02,Paid,PL,63.0
2020-04-23,Organic,VN,49.0
2020-05-05,Paid,AF,1.0
2020-03-21,Paid,US,24.0
2020-04-16,Organic,BR,34.0
2020-05-02,Paid,LV,48.0
2020-03-20,Paid,RU,2029.0
2020-03-20,Organic,HK,14.0
2020-05-13,Paid,IN,143.0
2020-04-22,Organic,MR,1.0
2020-05-03,Organic,SV,1.0
2020-04-30,Organic,NP,3.0
2020-04-30,Paid,TN,15.0
2020-03-26,Paid,UZ,57.0
2020-04-04,Organic,UK,35.0
2020-05-11,Organic,PT,4.0
2020-04-11,Paid,HU,27.0
2020-05-15,Organic,DO,1.0
2020-05-12,Organic,KH,4.0
2020-03-23,Organic,PS,4.0
2020-03-24,Organic,SI,4.0
2020-04-25,Paid,CO,3.0
2020-03-18,Paid,UK,13.0
2020-05-09,Organic,HR,4.0
2020-03-18,Paid,IQ,2.0
2020-04-14,Organic,MM,23.0
2020-04-30,Paid,CI,2.0
2020-03-18,Organic,SO,2.0
2020-03-25,Organic,HU,10.0
2020-04-16,Paid,GE,1.0
2020-04-10,Paid,CH,54.0
2020-03-22,Organic,GT,3.0
2020-04-23,Paid,SY,2.0
2020-03-28,Organic,GR,6.0
2020-05-18,Organic,PL,97.0
2020-05-01,Organic,AO,1.0
2020-04-07,Organic,US,245.0
2020-04-16,Organic,NI,3.0
2020-04-15,Paid,GE,1.0
2020-04-16,Paid,TW,24.0
2020-04-06,Organic,NO,9.0
2020-04-06,Paid,IE,4.0
2020-03-22,Paid,AG,1.0
2020-04-17,Paid,NE,1.0
2020-03-20,Paid,CZ,13.0
2020-04-19,Paid,ID,3.0
2020-05-08,Paid,KZ,10.0
2020-04-27,Organic,LB,15.0
2020-04-25,Paid,BA,2.0
2020-03-30,Paid,LT,9.0
2020-05-15,Paid,SD,9.0
2020-04-30,Paid,BG,4.0
2020-04-14,Organic,LC,1.0
2020-04-17,Paid,IT,21.0
2020-04-07,Paid,IR,4.0
2020-04-11,Paid,UA,618.0
2020-05-09,Organic,EG,24.0
2020-05-02,Paid,FR,38.0
2020-05-10,Paid,DE,237.0
2020-04-16,Paid,JP,13.0
2020-03-20,Organic,IE,6.0
2020-04-14,Paid,IT,22.0
2020-04-19,Paid,YE,2.0
2020-04-08,Paid,IR,3.0
2020-04-06,Organic,CZ,36.0
2020-04-30,Paid,FR,22.0
2020-04-18,Paid,BY,598.0
2020-05-04,Organic,ID,103.0
2020-05-02,Paid,MX,48.0
2020-04-15,Paid,JP,77.0
2020-04-29,Paid,GE,2.0
2020-04-19,Organic,AG,1.0
2020-05-02,Organic,UZ,98.0
2020-05-10,Paid,UK,3.0
2020-03-21,Organic,PE,12.0
2020-04-06,Organic,AF,7.0
2020-03-23,Organic,SA,7.0
2020-04-26,Paid,CG,8.0
2020-04-14,Organic,BD,21.0
2020-03-29,Organic,SG,3.0
2020-04-27,Organic,BE,5.0
2020-04-24,Organic,MD,1.0
2020-05-07,Paid,UK,17.0
2020-04-12,Paid,CA,1.0
2020-03-25,Organic,KG,5.0
2020-05-04,Paid,NO,10.0
2020-05-11,Paid,EC,7.0
2020-05-12,Paid,BE,11.0
2020-04-12,Paid,PL,108.0
2020-05-03,Paid,US,79.0
2020-05-14,Organic,GE,6.0
2020-04-30,Paid,SI,1.0
2020-04-11,Paid,PL,1.0
2020-04-05,Paid,HR,40.0
2020-04-17,Paid,LY,12.0
2020-05-06,Paid,US,10.0
2020-03-30,Organic,GD,1.0
2020-04-22,Organic,CU,7.0
2020-04-29,Organic,LT,3.0
2020-04-29,Paid,JP,2.0
2020-05-08,Paid,TR,1.0
2020-03-30,Organic,FJ,1.0
2020-05-18,Paid,HN,13.0
2020-04-23,Paid,BW,1.0
2020-04-28,Paid,MV,1.0
2020-05-17,Organic,IL,7.0
2020-04-08,Paid,IS,2.0
2020-04-11,Paid,FR,17.0
2020-04-20,Organic,TJ,6.0
2020-04-15,Organic,TM,1.0
2020-04-27,Paid,IT,16.0
2020-03-19,Organic,JO,6.0
2020-04-09,Paid,RO,22.0
2020-04-10,Paid,AT,32.0
2020-03-25,Organic,FR,46.0
2020-05-04,Paid,CZ,2.0
2020-04-06,Paid,ID,1.0
2020-03-28,Paid,SK,26.0
2020-05-12,Organic,IT,55.0
2020-04-08,Organic,CL,12.0
2020-03-23,Organic,RO,23.0
2020-05-06,Paid,SL,1.0
2020-04-05,Organic,LK,2.0
2020-04-20,Paid,BO,3.0
2020-04-30,Paid,MN,1.0
2020-05-06,Organic,IR,39.0
2020-05-04,Paid,PH,31.0
2020-05-14,Paid,LT,1.0
2020-04-28,Paid,AM,110.0
2020-04-23,Paid,NL,1.0
2020-05-14,Organic,JP,10.0
2020-04-23,Organic,TR,37.0
2020-04-17,Paid,AL,9.0
2020-03-19,Paid,ES,1.0
2020-03-22,Paid,DE,12.0
2020-04-30,Paid,TW,1.0
2020-04-22,Organic,EE,1.0
2020-04-17,Paid,KG,4.0
2020-05-01,Organic,EC,1.0
2020-04-22,Paid,CA,5.0
2020-05-16,Paid,MZ,1.0
2020-03-25,Organic,LY,9.0
2020-04-29,Paid,CH,15.0
2020-05-01,Paid,TW,6.0
2020-04-30,Paid,GE,208.0
2020-05-12,Paid,UZ,105.0
2020-05-07,Paid,RU,2424.0
2020-04-10,Organic,QA,2.0
2020-03-26,Paid,IN,18.0
2020-03-30,Organic,LA,4.0
2020-05-15,Paid,PH,2.0
2020-04-12,Organic,RE,1.0
2020-05-17,Organic,CG,3.0
2020-05-10,Paid,RU,10.0
2020-03-26,Paid,BD,1.0
2020-03-28,Paid,FI,3.0
2020-05-07,Organic,CA,30.0
2020-04-03,Paid,RO,11.0
2020-05-07,Paid,DK,14.0
2020-05-02,Paid,IT,143.0
2020-05-14,Organic,MN,14.0
2020-04-27,Paid,UA,77.0
2020-05-07,Organic,BO,2.0
2020-04-16,Paid,AT,1.0
2020-04-17,Paid,FR,257.0
2020-03-23,Paid,DE,91.0
2020-04-12,Organic,SK,21.0
2020-04-05,Paid,BY,20.0
2020-03-25,Organic,AL,2.0
2020-04-06,Paid,NZ,6.0
2020-04-30,Organic,KR,12.0
2020-04-28,Paid,UA,401.0
2020-04-25,Organic,PH,44.0
2020-05-12,Paid,TT,1.0
2020-05-06,Paid,TR,40.0
2020-05-06,Organic,NL,7.0
2020-03-20,Paid,DE,46.0
2020-05-15,Organic,AM,10.0
2020-05-15,Organic,MV,1.0
2020-05-13,Paid,SE,3.0
2020-05-15,Paid,KR,2.0
2020-04-12,Paid,GE,1.0
2020-03-24,Paid,LU,1.0
2020-04-23,Paid,LB,1.0
2020-05-16,Paid,LT,8.0
2020-03-19,Organic,MQ,1.0
2020-04-27,Organic,HN,2.0
2020-05-10,Paid,PH,3.0
2020-04-21,Paid,NL,1.0
2020-03-20,Organic,AR,64.0
2020-04-22,Organic,DK,9.0
2020-03-30,Organic,AT,8.0
2020-05-07,Paid,TJ,4.0
2020-05-14,Organic,AU,10.0
2020-03-22,Paid,KZ,2.0
2020-04-19,Paid,SN,2.0
2020-03-30,Organic,CH,3.0
2020-05-18,Paid,ML,2.0
2020-03-20,Organic,CN,63.0
2020-05-04,Organic,CO,9.0
2020-04-16,Paid,SI,1.0
2020-03-26,Paid,MM,1.0
2020-04-06,Organic,IQ,68.0
2020-03-24,Organic,TW,26.0
2020-05-14,Organic,CI,2.0
2020-03-18,Paid,RU,1502.0
2020-04-11,Organic,ET,2.0
2020-04-21,Paid,NI,1.0
2020-03-18,Paid,NO,1.0
2020-05-12,Paid,FI,6.0
2020-04-24,Organic,ES,13.0
2020-04-27,Paid,PL,721.0
2020-03-19,Paid,US,109.0
2020-04-17,Paid,RU,42.0
2020-03-19,Organic,OM,1.0
2020-04-10,Paid,TW,16.0
2020-04-30,Organic,IN,77.0
2020-04-04,Organic,RU,1949.0
2020-04-10,Organic,RS,11.0
2020-04-24,Paid,SV,2.0
2020-04-27,Organic,FI,5.0
2020-05-06,Paid,VN,211.0
2020-05-09,Paid,ES,16.0
2020-04-20,Paid,GM,1.0
2020-03-24,Paid,BR,709.0
2020-05-12,Organic,LV,7.0
2020-05-01,Paid,IN,1.0
2020-04-23,Paid,KN,1.0
2020-04-28,Paid,DO,1.0
2020-04-16,Paid,CH,4.0
2020-05-16,Paid,QA,1.0
2020-05-02,Paid,KH,4.0
2020-04-03,Organic,JM,2.0
2020-03-20,Paid,UK,13.0
